AREA,STATENAME,AGE GROUP,SEASON,WEEK,PERCENT P&I,NUM INFLUENZA AND PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
,,,,,,,,
State,Connecticut,All,2016-17,46,5.6,35,622,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,47,8.5,54,638,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,48,6.8,43,631,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,49,8.4,51,609,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,50,5.4,35,645,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,51,7.3,45,619,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,52,6.4,41,641,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,1,8.6,56,652,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,2,8.5,56,660,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,3,8.7,60,692,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,4,7.2,47,651,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,5,9.3,62,665,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,6,9.9,72,729,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,7,10.7,72,675,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,8,10.4,70,674,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,9,9.6,59,617,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,10,7.5,48,636,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,11,9.2,55,596,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,12,9.1,57,627,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,13,7.6,49,648,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,14,9,59,652,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,15,6.6,41,625,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,16,5.8,35,603,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,17,6.5,40,617,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,18,8.1,44,544,98.20%
,,,,,,,,
State,Connecticut,All,2016-17,19,6.1,34,553,99.80%
,,,,,,,,
State,Connecticut,All,2016-17,20,8.3,46,556,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,21,7.5,43,577,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,22,5.4,32,596,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,23,8.1,46,571,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,24,7.8,45,575,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,25,5.4,32,588,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,26,5.1,29,571,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,27,9,50,557,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,28,6,33,551,99.40%
,,,,,,,,
State,Connecticut,All,2016-17,29,4.8,27,557,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,30,7,38,546,98.50%
,,,,,,,,
State,Connecticut,All,2016-17,31,7.5,43,576,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,32,5.8,30,518,93.50%
,,,,,,,,
State,Connecticut,All,2016-17,33,5.2,27,520,93.80%
,,,,,,,,
State,Connecticut,All,2016-17,34,7.8,42,537,96.90%
,,,,,,,,
State,Connecticut,All,2016-17,35,4.6,24,523,94.40%
,,,,,,,,
State,Connecticut,All,2016-17,36,5,28,561,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,37,8.2,48,583,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,38,7,39,557,> 100%
,,,,,,,,
State,Connecticut,All,2016-17,39,6,32,532,96%
,,,,,,,,
State,Delaware,All,2016-17,40,4.7,8,170,> 100%
,,,,,,,,
State,Delaware,All,2016-17,41,3.9,6,155,> 100%
,,,,,,,,
State,Delaware,All,2016-17,42,7.7,15,194,> 100%
,,,,,,,,
State,Delaware,All,2016-17,43,8.9,14,157,> 100%
,,,,,,,,
State,Delaware,All,2016-17,44,4.9,9,182,> 100%
,,,,,,,,
State,Delaware,All,2016-17,45,8.9,16,180,> 100%
,,,,,,,,
State,Delaware,All,2016-17,46,2.6,5,191,> 100%
,,,,,,,,
State,Delaware,All,2016-17,47,3.8,6,157,> 100%
,,,,,,,,
State,Delaware,All,2016-17,48,4.2,7,166,> 100%
,,,,,,,,
State,Delaware,All,2016-17,49,7.8,14,179,> 100%
,,,,,,,,
State,Delaware,All,2016-17,50,8.3,15,180,> 100%
,,,,,,,,
State,Delaware,All,2016-17,51,3.4,6,178,> 100%
,,,,,,,,
State,Delaware,All,2016-17,52,4.8,9,187,> 100%
,,,,,,,,
State,Delaware,All,2016-17,1,9.6,19,198,> 100%
,,,,,,,,
State,Delaware,All,2016-17,2,7.8,16,205,> 100%
,,,,,,,,
State,Delaware,All,2016-17,3,7.4,16,216,> 100%
,,,,,,,,
State,Delaware,All,2016-17,4,9.4,18,191,> 100%
,,,,,,,,
State,Delaware,All,2016-17,5,10.8,20,185,> 100%
,,,,,,,,
State,Delaware,All,2016-17,6,6.6,13,198,> 100%
,,,,,,,,
State,Delaware,All,2016-17,7,7.4,13,176,> 100%
,,,,,,,,
State,Delaware,All,2016-17,8,11.2,20,179,> 100%
,,,,,,,,
State,Delaware,All,2016-17,9,10.6,19,180,> 100%
,,,,,,,,
State,Delaware,All,2016-17,10,6.2,9,145,98.20%
,,,,,,,,
State,Delaware,All,2016-17,11,6.6,13,196,> 100%
,,,,,,,,
State,Delaware,All,2016-17,12,9.1,18,197,> 100%
,,,,,,,,
State,Delaware,All,2016-17,13,8.5,17,200,> 100%
,,,,,,,,
State,Delaware,All,2016-17,14,7.1,12,168,> 100%
,,,,,,,,
State,Delaware,All,2016-17,15,9.7,17,176,> 100%
,,,,,,,,
State,Delaware,All,2016-17,16,7.4,15,203,> 100%
,,,,,,,,
State,Delaware,All,2016-17,17,4.7,8,169,> 100%
,,,,,,,,
State,Delaware,All,2016-17,18,3.6,6,169,> 100%
,,,,,,,,
State,Delaware,All,2016-17,19,7.8,13,167,> 100%
,,,,,,,,
State,Delaware,All,2016-17,20,4.4,7,158,> 100%
,,,,,,,,
State,Delaware,All,2016-17,21,3.5,5,143,96.80%
,,,,,,,,
State,Delaware,All,2016-17,22,4,6,149,> 100%
,,,,,,,,
State,Delaware,All,2016-17,23,6.7,11,165,> 100%
,,,,,,,,
State,Delaware,All,2016-17,24,5.3,8,151,> 100%
,,,,,,,,
State,Delaware,All,2016-17,25,3.9,6,152,> 100%
,,,,,,,,
State,Delaware,All,2016-17,26,4.1,7,171,> 100%
,,,,,,,,
State,Delaware,All,2016-17,27,10.1,16,159,> 100%
,,,,,,,,
State,Delaware,All,2016-17,28,7.5,13,173,> 100%
,,,,,,,,
State,Delaware,All,2016-17,29,7.9,13,164,> 100%
,,,,,,,,
State,Delaware,All,2016-17,30,4.7,8,170,> 100%
,,,,,,,,
State,Delaware,All,2016-17,31,5.6,8,143,96.80%
,,,,,,,,
State,Delaware,All,2016-17,32,5.4,9,166,> 100%
,,,,,,,,
State,Delaware,All,2016-17,33,4.9,8,163,> 100%
,,,,,,,,
State,Delaware,All,2016-17,34,5.8,10,173,> 100%
,,,,,,,,
State,Delaware,All,2016-17,35,5.4,8,149,> 100%
,,,,,,,,
State,Delaware,All,2016-17,36,4,7,177,> 100%
,,,,,,,,
State,Delaware,All,2016-17,37,3.8,6,158,> 100%
,,,,,,,,
State,Delaware,All,2016-17,38,3.9,6,154,> 100%
,,,,,,,,
State,Delaware,All,2016-17,39,2.9,5,175,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,40,3,3,101,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,41,3.4,3,87,97.40%
,,,,,,,,
State,District of Columbia,All,2016-17,42,6.7,6,90,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,43,6.4,6,94,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,44,3.2,3,94,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,45,5.6,5,89,99.70%
,,,,,,,,
State,District of Columbia,All,2016-17,46,1.6,2,124,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,47,1.9,2,105,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,48,2.6,3,114,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,49,4.6,5,109,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,50,3.8,4,105,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,51,3.3,4,122,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,52,7.4,7,95,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,1,4.9,5,102,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,2,5.4,6,111,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,3,4.9,5,102,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,4,7.7,7,91,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,5,2.1,2,97,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,6,3.2,3,94,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,7,10.2,12,118,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,8,5,5,101,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,9,5.5,6,110,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,10,7.1,8,112,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,11,2.1,2,95,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,12,4.8,5,104,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,13,2.7,3,110,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,14,4.3,4,94,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,15,5.8,6,104,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,16,5.8,6,103,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,17,7,7,100,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,18,2.1,2,95,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,19,6.5,6,93,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,20,6.3,7,111,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,21,4.7,4,85,95.20%
,,,,,,,,
State,District of Columbia,All,2016-17,22,7.7,8,104,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,23,4.9,4,82,91.80%
,,,,,,,,
State,District of Columbia,All,2016-17,24,3.6,3,83,92.90%
,,,,,,,,
State,District of Columbia,All,2016-17,25,2.3,2,87,97.40%
,,,,,,,,
State,District of Columbia,All,2016-17,26,5.9,6,101,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,27,4.4,4,90,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,28,6.8,6,88,98.50%
,,,,,,,,
State,District of Columbia,All,2016-17,29,6,5,84,94.10%
,,,,,,,,
State,District of Columbia,All,2016-17,30,2.7,2,75,84%
,,,,,,,,
State,District of Columbia,All,2016-17,31,8.6,7,81,90.70%
,,,,,,,,
State,District of Columbia,All,2016-17,32,7.7,8,104,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,33,2.5,2,81,90.70%
,,,,,,,,
State,District of Columbia,All,2016-17,34,3.3,3,92,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,35,5.4,5,93,> 100%
,,,,,,,,
State,District of Columbia,All,2016-17,36,10.8,8,74,82.90%
,,,,,,,,
State,District of Columbia,All,2016-17,37,6.9,5,72,80.60%
,,,,,,,,
State,District of Columbia,All,2016-17,38,6.7,6,89,99.70%
,,,,,,,,
State,District of Columbia,All,2016-17,39,11,9,82,91.80%
,,,,,,,,
State,Florida,All,2016-17,40,4.7,169,"3,627",> 100%
,,,,,,,,
State,Florida,All,2016-17,41,5.8,214,"3,691",> 100%
,,,,,,,,
State,Florida,All,2016-17,42,5.1,195,"3,818",> 100%
,,,,,,,,
State,Florida,All,2016-17,43,5.4,196,"3,610",> 100%
,,,,,,,,
State,Florida,All,2016-17,44,5.4,201,"3,726",> 100%
,,,,,,,,
State,Florida,All,2016-17,45,5.4,204,"3,812",> 100%
,,,,,,,,
State,Florida,All,2016-17,46,5.6,214,"3,814",> 100%
,,,,,,,,
State,Florida,All,2016-17,47,5.4,211,"3,891",> 100%
,,,,,,,,
State,Florida,All,2016-17,48,5.4,212,"3,917",> 100%
,,,,,,,,
State,Florida,All,2016-17,49,6.2,236,"3,831",> 100%
,,,,,,,,
State,Florida,All,2016-17,50,6.7,257,"3,810",> 100%
,,,,,,,,
State,Florida,All,2016-17,51,6.3,239,"3,781",> 100%
,,,,,,,,
State,Florida,All,2016-17,52,6.2,240,"3,865",> 100%
,,,,,,,,
State,Florida,All,2016-17,1,6.8,275,"4,062",> 100%
,,,,,,,,
State,Florida,All,2016-17,2,5.4,228,"4,219",> 100%
,,,,,,,,
State,Florida,All,2016-17,3,7.2,298,"4,137",> 100%
,,,,,,,,
State,Florida,All,2016-17,4,6.9,270,"3,908",> 100%
,,,,,,,,
State,Florida,All,2016-17,5,7.4,313,"4,229",> 100%
,,,,,,,,
State,Florida,All,2016-17,6,6.5,260,"4,009",> 100%
,,,,,,,,
State,Florida,All,2016-17,7,6.8,283,"4,167",> 100%
,,,,,,,,
State,Florida,All,2016-17,8,6.8,284,"4,192",> 100%
,,,,,,,,
State,Florida,All,2016-17,9,6.5,257,"3,947",> 100%
,,,,,,,,
State,Florida,All,2016-17,10,6,246,"4,130",> 100%
,,,,,,,,
State,Florida,All,2016-17,11,6.6,261,"3,932",> 100%
,,,,,,,,
State,Florida,All,2016-17,12,6.3,265,"4,202",> 100%
,,,,,,,,
State,Florida,All,2016-17,13,6.3,252,"3,981",> 100%
,,,,,,,,
State,Florida,All,2016-17,14,6.2,248,"3,996",> 100%
,,,,,,,,
State,Florida,All,2016-17,15,5.9,234,"3,982",> 100%
,,,,,,,,
State,Florida,All,2016-17,16,5.8,221,"3,842",> 100%
,,,,,,,,
State,Florida,All,2016-17,17,5.9,230,"3,866",> 100%
,,,,,,,,
State,Florida,All,2016-17,18,5.2,198,"3,834",> 100%
,,,,,,,,
State,Florida,All,2016-17,19,4.8,181,"3,764",> 100%
,,,,,,,,
State,Florida,All,2016-17,20,5.6,213,"3,811",> 100%
,,,,,,,,
State,Florida,All,2016-17,21,4.6,172,"3,724",> 100%
,,,,,,,,
State,Florida,All,2016-17,22,5.2,196,"3,801",> 100%
,,,,,,,,
State,Florida,All,2016-17,23,6,226,"3,756",> 100%
,,,,,,,,
State,Florida,All,2016-17,24,5.6,202,"3,602",> 100%
,,,,,,,,
State,Florida,All,2016-17,25,5.5,210,"3,795",> 100%
,,,,,,,,
State,Florida,All,2016-17,26,5.5,205,"3,759",> 100%
,,,,,,,,
State,Florida,All,2016-17,27,5,186,"3,744",> 100%
,,,,,,,,
State,Florida,All,2016-17,28,5.6,204,"3,667",> 100%
,,,,,,,,
State,Florida,All,2016-17,29,5.1,188,"3,684",> 100%
,,,,,,,,
State,Florida,All,2016-17,30,5.5,202,"3,652",> 100%
,,,,,,,,
State,Florida,All,2016-17,31,5.4,201,"3,717",> 100%
,,,,,,,,
State,Florida,All,2016-17,32,5.2,202,"3,852",> 100%
,,,,,,,,
State,Florida,All,2016-17,33,4.7,182,"3,832",> 100%
,,,,,,,,
State,Florida,All,2016-17,34,5.6,202,"3,627",> 100%
,,,,,,,,
State,Florida,All,2016-17,35,5.5,199,"3,644",> 100%
,,,,,,,,
State,Florida,All,2016-17,36,5.1,194,"3,822",> 100%
,,,,,,,,
State,Florida,All,2016-17,37,5.6,223,"3,954",> 100%
,,,,,,,,
State,Florida,All,2016-17,38,5.7,227,"3,966",> 100%
,,,,,,,,
State,Florida,All,2016-17,39,5.7,218,"3,849",> 100%
,,,,,,,,
State,Georgia,All,2016-17,40,5.1,76,"1,497",> 100%
,,,,,,,,
State,Georgia,All,2016-17,41,5.2,78,"1,498",> 100%
,,,,,,,,
State,Georgia,All,2016-17,42,5.1,71,"1,391",> 100%
,,,,,,,,
State,Georgia,All,2016-17,43,4.5,72,"1,598",> 100%
,,,,,,,,
State,Georgia,All,2016-17,44,4.1,60,"1,472",> 100%
,,,,,,,,
State,Georgia,All,2016-17,45,6,93,"1,560",> 100%
,,,,,,,,
State,Georgia,All,2016-17,46,4.1,66,"1,595",> 100%
,,,,,,,,
State,Georgia,All,2016-17,47,4.9,79,"1,606",> 100%
,,,,,,,,
State,Georgia,All,2016-17,48,5.1,87,"1,697",> 100%
,,,,,,,,
State,Georgia,All,2016-17,49,5.7,97,"1,688",> 100%
,,,,,,,,
State,Georgia,All,2016-17,50,6.4,112,"1,763",> 100%
,,,,,,,,
State,Georgia,All,2016-17,51,6.1,100,"1,632",> 100%
,,,,,,,,
State,Georgia,All,2016-17,52,6.9,118,"1,704",> 100%
,,,,,,,,
State,Georgia,All,2016-17,1,6.8,121,"1,790",> 100%
,,,,,,,,
State,Georgia,All,2016-17,2,6.4,111,"1,734",> 100%
,,,,,,,,
State,Georgia,All,2016-17,3,6,103,"1,719",> 100%
,,,,,,,,
State,Georgia,All,2016-17,4,5.4,86,"1,605",> 100%
,,,,,,,,
State,Georgia,All,2016-17,5,5.9,99,"1,684",> 100%
,,,,,,,,
State,Georgia,All,2016-17,6,5.9,98,"1,668",> 100%
,,,,,,,,
State,Georgia,All,2016-17,7,5.6,93,"1,659",> 100%
,,,,,,,,
State,Georgia,All,2016-17,8,6.1,104,"1,697",> 100%
,,,,,,,,
State,Georgia,All,2016-17,9,6.2,101,"1,620",> 100%
,,,,,,,,
State,Georgia,All,2016-17,10,7,115,"1,646",> 100%
,,,,,,,,
State,Georgia,All,2016-17,11,6.3,104,"1,656",> 100%
,,,,,,,,
State,Georgia,All,2016-17,12,6.3,104,"1,664",> 100%
,,,,,,,,
State,Georgia,All,2016-17,13,5.8,102,"1,744",> 100%
,,,,,,,,
State,Georgia,All,2016-17,14,6,94,"1,567",> 100%
,,,,,,,,
State,Georgia,All,2016-17,15,5.9,93,"1,581",> 100%
,,,,,,,,
State,Georgia,All,2016-17,16,5.1,83,"1,637",> 100%
,,,,,,,,
State,Georgia,All,2016-17,17,5.9,90,"1,536",> 100%
,,,,,,,,
State,Georgia,All,2016-17,18,5.7,92,"1,628",> 100%
,,,,,,,,
State,Georgia,All,2016-17,19,4.9,70,"1,438",> 100%
,,,,,,,,
State,Georgia,All,2016-17,20,3.9,60,"1,541",> 100%
,,,,,,,,
State,Georgia,All,2016-17,21,5.6,85,"1,522",> 100%
,,,,,,,,
State,Georgia,All,2016-17,22,5.5,82,"1,479",> 100%
,,,,,,,,
State,Georgia,All,2016-17,23,4.5,70,"1,541",> 100%
,,,,,,,,
State,Georgia,All,2016-17,24,4.4,66,"1,491",> 100%
,,,,,,,,
State,Georgia,All,2016-17,25,4.4,70,"1,585",> 100%
,,,,,,,,
State,Georgia,All,2016-17,26,4.9,72,"1,472",> 100%
,,,,,,,,
State,Georgia,All,2016-17,27,4.7,70,"1,505",> 100%
,,,,,,,,
State,Georgia,All,2016-17,28,5.6,83,"1,479",> 100%
,,,,,,,,
State,Georgia,All,2016-17,29,4.2,66,"1,560",> 100%
,,,,,,,,
State,Georgia,All,2016-17,30,3.7,56,"1,495",> 100%
,,,,,,,,
State,Georgia,All,2016-17,31,4.6,68,"1,487",> 100%
,,,,,,,,
State,Georgia,All,2016-17,32,3.2,47,"1,469",> 100%
,,,,,,,,
State,Georgia,All,2016-17,33,4.1,63,"1,544",> 100%
,,,,,,,,
State,Georgia,All,2016-17,34,4.1,60,"1,464",> 100%
,,,,,,,,
State,Georgia,All,2016-17,35,4.2,63,"1,511",> 100%
,,,,,,,,
State,Georgia,All,2016-17,36,4,59,"1,479",> 100%
,,,,,,,,
State,Georgia,All,2016-17,37,5.4,83,"1,542",> 100%
,,,,,,,,
State,Georgia,All,2016-17,38,4.3,64,"1,489",> 100%
,,,,,,,,
State,Georgia,All,2016-17,39,4.1,62,"1,495",> 100%
,,,,,,,,
State,Hawaii,All,2016-17,40,7.7,16,207,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,41,10.7,21,197,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,42,10.8,24,222,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,43,8.7,18,206,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,44,11.2,24,214,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,45,10.9,22,202,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,46,13.6,27,198,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,47,9.2,18,196,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,48,15,36,240,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,49,11.6,26,225,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,50,13.9,32,231,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,51,12.3,27,219,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,52,12.4,30,241,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,1,11.3,24,213,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,2,14.2,37,260,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,3,15.6,41,263,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,4,11.6,25,215,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,5,12.8,28,218,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,6,12.3,26,212,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,7,9.7,22,227,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,8,12.1,26,214,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,9,16,35,219,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,10,9.4,23,244,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,11,15.8,35,222,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,12,15.4,31,201,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,13,11.3,26,231,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,14,13.9,31,223,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,15,6.2,13,209,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,16,10.3,21,203,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,17,14.4,31,215,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,18,12.5,27,216,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,19,13.7,28,204,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,20,13.7,32,234,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,21,10.3,22,213,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,22,7.5,16,212,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,23,12.9,29,224,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,24,7.4,16,216,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,25,10.8,24,223,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,26,8.1,17,210,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,27,14,29,207,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,28,8.4,18,215,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,29,12.7,26,205,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,30,11.2,24,215,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,31,8.3,16,192,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,32,13.5,30,223,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,33,10.5,22,209,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,34,6.5,14,217,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,35,9.8,20,205,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,36,9.9,19,192,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,37,12.6,30,238,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,38,11.1,23,207,> 100%
,,,,,,,,
State,Hawaii,All,2016-17,39,10.3,21,204,> 100%
,,,,,,,,
State,Idaho,All,2016-17,40,4,9,226,> 100%
,,,,,,,,
State,Idaho,All,2016-17,41,4.1,11,271,> 100%
,,,,,,,,
State,Idaho,All,2016-17,42,6.6,16,244,> 100%
,,,,,,,,
State,Idaho,All,2016-17,43,5,13,260,> 100%
,,,,,,,,
State,Idaho,All,2016-17,44,5.9,16,269,> 100%
,,,,,,,,
State,Idaho,All,2016-17,45,3.8,9,239,> 100%
,,,,,,,,
State,Idaho,All,2016-17,46,5.6,14,252,> 100%
,,,,,,,,
State,Idaho,All,2016-17,47,4.3,11,258,> 100%
,,,,,,,,
State,Idaho,All,2016-17,48,8.2,20,244,> 100%
,,,,,,,,
State,Idaho,All,2016-17,49,3.7,10,270,> 100%
,,,,,,,,
State,Idaho,All,2016-17,50,8.4,24,287,> 100%
,,,,,,,,
State,Idaho,All,2016-17,51,6,18,301,> 100%
,,,,,,,,
State,Idaho,All,2016-17,52,6,16,267,> 100%
,,,,,,,,
State,Idaho,All,2016-17,1,7.3,22,300,> 100%
,,,,,,,,
State,Idaho,All,2016-17,2,7.6,24,314,> 100%
,,,,,,,,
State,Idaho,All,2016-17,3,8.2,26,316,> 100%
,,,,,,,,
State,Idaho,All,2016-17,4,9.5,26,274,> 100%
,,,,,,,,
State,Idaho,All,2016-17,5,10.8,31,288,> 100%
,,,,,,,,
State,Idaho,All,2016-17,6,10.6,30,283,> 100%
,,,,,,,,
State,Idaho,All,2016-17,7,12.9,36,278,> 100%
,,,,,,,,
State,Idaho,All,2016-17,8,6.4,19,295,> 100%
,,,,,,,,
State,Idaho,All,2016-17,9,7.9,23,290,> 100%
,,,,,,,,
State,Idaho,All,2016-17,10,6.7,18,268,> 100%
,,,,,,,,
State,Idaho,All,2016-17,11,5.2,13,249,> 100%
,,,,,,,,
State,Idaho,All,2016-17,12,5.3,17,318,> 100%
,,,,,,,,
State,Idaho,All,2016-17,13,4.7,12,258,> 100%
,,,,,,,,
State,Idaho,All,2016-17,14,2.7,7,264,> 100%
,,,,,,,,
State,Idaho,All,2016-17,15,6.3,18,284,> 100%
,,,,,,,,
State,Idaho,All,2016-17,16,4.5,12,265,> 100%
,,,,,,,,
State,Idaho,All,2016-17,17,5.4,14,260,> 100%
,,,,,,,,
State,Idaho,All,2016-17,18,7.3,20,275,> 100%
,,,,,,,,
State,Idaho,All,2016-17,19,7.1,17,241,> 100%
,,,,,,,,
State,Idaho,All,2016-17,20,4.4,12,272,> 100%
,,,,,,,,
State,Idaho,All,2016-17,21,4.7,12,254,> 100%
,,,,,,,,
State,Idaho,All,2016-17,22,6.1,16,261,> 100%
,,,,,,,,
State,Idaho,All,2016-17,23,4,10,247,> 100%
,,,,,,,,
State,Idaho,All,2016-17,24,6.3,17,271,> 100%
,,,,,,,,
State,Idaho,All,2016-17,25,6.6,17,257,> 100%
,,,,,,,,
State,Idaho,All,2016-17,26,5.2,13,248,> 100%
,,,,,,,,
State,Idaho,All,2016-17,27,2.8,7,249,> 100%
,,,,,,,,
State,Idaho,All,2016-17,28,7.3,20,273,> 100%
,,,,,,,,
State,Idaho,All,2016-17,29,3.7,9,244,> 100%
,,,,,,,,
State,Idaho,All,2016-17,30,5,12,242,> 100%
,,,,,,,,
State,Idaho,All,2016-17,31,5.8,14,240,> 100%
,,,,,,,,
State,Idaho,All,2016-17,32,3.6,9,251,> 100%
,,,,,,,,
State,Idaho,All,2016-17,33,4,10,253,> 100%
,,,,,,,,
State,Idaho,All,2016-17,34,3.8,10,261,> 100%
,,,,,,,,
State,Idaho,All,2016-17,35,2.4,6,251,> 100%
,,,,,,,,
State,Idaho,All,2016-17,36,3.3,8,244,> 100%
,,,,,,,,
