AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,NUM INFLUENZA AND PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
State,Mississippi,All,2010-11,42,7.4,38,512,92.40%
State,Mississippi,All,2010-11,43,7.2,37,513,92.60%
State,Mississippi,All,2010-11,44,5,26,525,94.80%
State,Mississippi,All,2010-11,45,8.9,49,551,99.40%
State,Mississippi,All,2010-11,46,8.4,46,549,99.10%
State,Mississippi,All,2010-11,47,6.7,39,584,> 100%
State,Mississippi,All,2010-11,48,7.7,44,573,> 100%
State,Mississippi,All,2010-11,49,7.9,47,596,> 100%
State,Mississippi,All,2010-11,50,8,48,597,> 100%
State,Mississippi,All,2010-11,51,6,37,615,> 100%
State,Mississippi,All,2010-11,52,9.7,61,628,> 100%
State,Mississippi,All,2010-11,1,9,56,621,> 100%
State,Mississippi,All,2010-11,2,8.7,58,670,> 100%
State,Mississippi,All,2010-11,3,7.8,46,586,> 100%
State,Mississippi,All,2010-11,4,7.4,48,652,> 100%
State,Mississippi,All,2010-11,5,8.3,48,575,> 100%
State,Mississippi,All,2010-11,6,9,57,633,> 100%
State,Mississippi,All,2010-11,7,8.8,57,645,> 100%
State,Mississippi,All,2010-11,8,8.8,56,639,> 100%
State,Mississippi,All,2010-11,9,10.4,61,586,> 100%
State,Mississippi,All,2010-11,10,9,52,578,> 100%
State,Mississippi,All,2010-11,11,7.4,41,557,> 100%
State,Mississippi,All,2010-11,12,6.4,36,562,> 100%
State,Mississippi,All,2010-11,13,6.7,33,492,88.80%
State,Mississippi,All,2010-11,14,5.3,31,588,> 100%
State,Mississippi,All,2010-11,15,7.6,40,528,95.30%
State,Mississippi,All,2010-11,16,7.3,42,577,> 100%
State,Mississippi,All,2010-11,17,7.4,45,605,> 100%
State,Mississippi,All,2010-11,18,9.4,51,544,98.20%
State,Mississippi,All,2010-11,19,8.4,47,557,> 100%
State,Mississippi,All,2010-11,20,8.7,47,541,97.60%
State,Mississippi,All,2010-11,21,8.5,47,551,99.40%
State,Mississippi,All,2010-11,22,6.6,37,560,> 100%
State,Mississippi,All,2010-11,23,5,26,518,93.50%
State,Mississippi,All,2010-11,24,6.6,33,497,89.70%
State,Mississippi,All,2010-11,25,7.8,41,523,94.40%
State,Mississippi,All,2010-11,26,5,26,525,94.80%
State,Mississippi,All,2010-11,27,5.6,29,518,93.50%
State,Mississippi,All,2010-11,28,7.7,40,518,93.50%
State,Mississippi,All,2010-11,29,7.4,40,538,97.10%
State,Mississippi,All,2010-11,30,5.7,29,506,91.30%
State,Mississippi,All,2010-11,31,7.2,40,559,> 100%
State,Mississippi,All,2010-11,32,6.8,37,547,98.70%
State,Mississippi,All,2010-11,33,7.1,40,565,> 100%
State,Mississippi,All,2010-11,34,6.4,36,561,> 100%
State,Mississippi,All,2010-11,35,7.3,38,519,93.70%
State,Mississippi,All,2010-11,36,5.6,31,555,> 100%
State,Mississippi,All,2010-11,37,8,45,562,> 100%
State,Mississippi,All,2010-11,38,6.9,38,547,98.70%
State,Mississippi,All,2010-11,39,4.8,25,517,93.30%
State,Missouri,All,2010-11,40,7.2,80,"1,107",> 100%
State,Missouri,All,2010-11,41,6.8,70,"1,037",98.30%
State,Missouri,All,2010-11,42,7.6,82,"1,077",> 100%
State,Missouri,All,2010-11,43,6.9,71,"1,030",97.60%
State,Missouri,All,2010-11,44,7.7,82,"1,059",> 100%
State,Missouri,All,2010-11,45,8.6,95,"1,103",> 100%
State,Missouri,All,2010-11,46,6.6,71,"1,069",> 100%
State,Missouri,All,2010-11,47,7.2,75,"1,035",98.10%
State,Missouri,All,2010-11,48,6.4,71,"1,114",> 100%
State,Missouri,All,2010-11,49,8.4,97,"1,161",> 100%
State,Missouri,All,2010-11,50,8.1,100,"1,227",> 100%
State,Missouri,All,2010-11,51,8.2,92,"1,119",> 100%
State,Missouri,All,2010-11,52,10.9,127,"1,169",> 100%
State,Missouri,All,2010-11,1,8.8,96,"1,085",> 100%
State,Missouri,All,2010-11,2,10.4,118,"1,138",> 100%
State,Missouri,All,2010-11,3,9,98,"1,093",> 100%
State,Missouri,All,2010-11,4,8.4,90,"1,075",> 100%
State,Missouri,All,2010-11,5,7.5,86,"1,146",> 100%
State,Missouri,All,2010-11,6,9.9,118,"1,186",> 100%
State,Missouri,All,2010-11,7,10.8,127,"1,172",> 100%
State,Missouri,All,2010-11,8,10.5,121,"1,149",> 100%
State,Missouri,All,2010-11,9,11.3,132,"1,166",> 100%
State,Missouri,All,2010-11,10,8.4,91,"1,089",> 100%
State,Missouri,All,2010-11,11,8.6,97,"1,129",> 100%
State,Missouri,All,2010-11,12,9,99,"1,104",> 100%
State,Missouri,All,2010-11,13,8,84,"1,054",99.90%
State,Missouri,All,2010-11,14,8.2,88,"1,072",> 100%
State,Missouri,All,2010-11,15,6.5,67,"1,027",97.40%
State,Missouri,All,2010-11,16,7.8,81,"1,043",98.90%
State,Missouri,All,2010-11,17,7.5,80,"1,065",> 100%
State,Missouri,All,2010-11,18,6.9,73,"1,059",> 100%
State,Missouri,All,2010-11,19,7.5,79,"1,060",> 100%
State,Missouri,All,2010-11,20,7.4,79,"1,061",> 100%
State,Missouri,All,2010-11,21,6.8,77,"1,134",> 100%
State,Missouri,All,2010-11,22,9,93,"1,035",98.10%
State,Missouri,All,2010-11,23,6.4,69,"1,073",> 100%
State,Missouri,All,2010-11,24,6.6,66,994,94.20%
State,Missouri,All,2010-11,25,6.5,66,"1,016",96.30%
State,Missouri,All,2010-11,26,7.8,78,994,94.20%
State,Missouri,All,2010-11,27,6.5,69,"1,054",99.90%
State,Missouri,All,2010-11,28,7.3,78,"1,065",> 100%
State,Missouri,All,2010-11,29,6.1,60,977,92.60%
State,Missouri,All,2010-11,30,7.9,81,"1,028",97.50%
State,Missouri,All,2010-11,31,6.2,66,"1,062",> 100%
State,Missouri,All,2010-11,32,6,59,987,93.60%
State,Missouri,All,2010-11,33,6.1,64,"1,041",98.70%
State,Missouri,All,2010-11,34,8.1,81,995,94.30%
State,Missouri,All,2010-11,35,6.5,65,"1,002",95%
State,Missouri,All,2010-11,36,6.1,60,988,93.70%
State,Missouri,All,2010-11,37,7.1,73,"1,023",97%
State,Missouri,All,2010-11,38,6.4,65,"1,020",96.70%
State,Missouri,All,2010-11,39,6.8,70,"1,029",97.50%
State,Montana,All,2010-11,40,6,9,151,89.90%
State,Montana,All,2010-11,41,12.6,19,151,89.90%
State,Montana,All,2010-11,42,7.3,13,177,> 100%
State,Montana,All,2010-11,43,8,15,188,> 100%
State,Montana,All,2010-11,44,5,8,161,95.80%
State,Montana,All,2010-11,45,6.6,12,181,> 100%
State,Montana,All,2010-11,46,4.2,6,144,85.70%
State,Montana,All,2010-11,47,7.9,15,191,> 100%
State,Montana,All,2010-11,48,5.8,10,171,> 100%
State,Montana,All,2010-11,49,11.6,20,172,> 100%
State,Montana,All,2010-11,50,5.3,10,187,> 100%
State,Montana,All,2010-11,51,6,11,183,> 100%
State,Montana,All,2010-11,52,11.9,25,210,> 100%
State,Montana,All,2010-11,1,5.1,9,175,> 100%
State,Montana,All,2010-11,2,8.2,16,194,> 100%
State,Montana,All,2010-11,3,7.4,14,188,> 100%
State,Montana,All,2010-11,4,4,7,174,> 100%
State,Montana,All,2010-11,5,9.4,16,170,> 100%
State,Montana,All,2010-11,6,8.4,14,166,98.80%
State,Montana,All,2010-11,7,4.8,8,167,99.40%
State,Montana,All,2010-11,8,7.2,14,194,> 100%
State,Montana,All,2010-11,9,9.4,18,191,> 100%
State,Montana,All,2010-11,10,12,25,208,> 100%
State,Montana,All,2010-11,11,6.8,13,191,> 100%
State,Montana,All,2010-11,12,12.1,22,182,> 100%
State,Montana,All,2010-11,13,4.6,9,196,> 100%
State,Montana,All,2010-11,14,6.5,11,168,100%
State,Montana,All,2010-11,15,8.1,15,185,> 100%
State,Montana,All,2010-11,16,8.2,14,171,> 100%
State,Montana,All,2010-11,17,10.8,19,176,> 100%
State,Montana,All,2010-11,18,7.9,14,177,> 100%
State,Montana,All,2010-11,19,7.7,13,169,> 100%
State,Montana,All,2010-11,20,11.8,21,178,> 100%
State,Montana,All,2010-11,21,7.1,13,182,> 100%
State,Montana,All,2010-11,22,7.7,12,155,92.20%
State,Montana,All,2010-11,23,7.7,13,169,> 100%
State,Montana,All,2010-11,24,4.8,8,165,98.20%
State,Montana,All,2010-11,25,5.3,7,132,78.60%
State,Montana,All,2010-11,26,3,5,164,97.60%
State,Montana,All,2010-11,27,7.3,11,151,89.90%
State,Montana,All,2010-11,28,4.8,8,167,99.40%
State,Montana,All,2010-11,29,5.6,10,179,> 100%
State,Montana,All,2010-11,30,5.1,8,158,94%
State,Montana,All,2010-11,31,6.5,10,153,91.10%
State,Montana,All,2010-11,32,6.9,12,175,> 100%
State,Montana,All,2010-11,33,4.9,7,142,84.50%
State,Montana,All,2010-11,34,5.8,9,154,91.70%
State,Montana,All,2010-11,35,2.2,3,135,80.30%
State,Montana,All,2010-11,36,3.7,6,164,97.60%
State,Montana,All,2010-11,37,6.1,11,179,> 100%
State,Montana,All,2010-11,38,5.1,7,136,80.90%
State,Montana,All,2010-11,39,7.7,15,195,> 100%
State,Nebraska,All,2010-11,40,6.5,18,276,94.50%
State,Nebraska,All,2010-11,41,11.8,34,288,98.60%
State,Nebraska,All,2010-11,42,7.3,22,303,> 100%
State,Nebraska,All,2010-11,43,9.1,26,286,97.90%
State,Nebraska,All,2010-11,44,8.6,28,326,> 100%
State,Nebraska,All,2010-11,45,11,34,308,> 100%
State,Nebraska,All,2010-11,46,10,29,291,99.70%
State,Nebraska,All,2010-11,47,6.8,19,278,95.20%
State,Nebraska,All,2010-11,48,6.4,19,298,> 100%
State,Nebraska,All,2010-11,49,7.1,23,322,> 100%
State,Nebraska,All,2010-11,50,6.8,22,324,> 100%
State,Nebraska,All,2010-11,51,8.6,27,313,> 100%
State,Nebraska,All,2010-11,52,9.9,29,294,> 100%
State,Nebraska,All,2010-11,1,9.1,30,331,> 100%
State,Nebraska,All,2010-11,2,8.1,25,310,> 100%
State,Nebraska,All,2010-11,3,11.3,37,327,> 100%
State,Nebraska,All,2010-11,4,11.1,36,324,> 100%
State,Nebraska,All,2010-11,5,10.4,32,308,> 100%
State,Nebraska,All,2010-11,6,11.4,39,342,> 100%
State,Nebraska,All,2010-11,7,11.3,38,335,> 100%
State,Nebraska,All,2010-11,8,9.7,30,310,> 100%
State,Nebraska,All,2010-11,9,10.4,32,309,> 100%
State,Nebraska,All,2010-11,10,12,41,341,> 100%
State,Nebraska,All,2010-11,11,9.6,31,322,> 100%
State,Nebraska,All,2010-11,12,12.1,38,313,> 100%
State,Nebraska,All,2010-11,13,8.2,25,305,> 100%
State,Nebraska,All,2010-11,14,9.4,32,339,> 100%
State,Nebraska,All,2010-11,15,11.2,33,294,> 100%
State,Nebraska,All,2010-11,16,11.3,37,328,> 100%
State,Nebraska,All,2010-11,17,9.1,28,307,> 100%
State,Nebraska,All,2010-11,18,5.4,16,298,> 100%
State,Nebraska,All,2010-11,19,8.1,25,309,> 100%
State,Nebraska,All,2010-11,20,11,33,301,> 100%
State,Nebraska,All,2010-11,21,8.9,25,280,95.90%
State,Nebraska,All,2010-11,22,7.7,23,298,> 100%
State,Nebraska,All,2010-11,23,5.6,16,288,98.60%
State,Nebraska,All,2010-11,24,5.2,14,268,91.80%
State,Nebraska,All,2010-11,25,6.5,18,277,94.90%
State,Nebraska,All,2010-11,26,8.8,23,262,89.70%
State,Nebraska,All,2010-11,27,8.4,21,250,85.60%
State,Nebraska,All,2010-11,28,8.5,24,281,96.20%
State,Nebraska,All,2010-11,29,9.1,22,241,82.50%
State,Nebraska,All,2010-11,30,5.6,16,286,97.90%
State,Nebraska,All,2010-11,31,8.5,25,293,> 100%
State,Nebraska,All,2010-11,32,5.6,16,288,98.60%
State,Nebraska,All,2010-11,33,6.3,18,286,97.90%
State,Nebraska,All,2010-11,34,8.6,25,292,100%
State,Nebraska,All,2010-11,35,6.3,17,269,92.10%
State,Nebraska,All,2010-11,36,8.1,21,258,88.40%
State,Nebraska,All,2010-11,37,7.4,19,256,87.70%
State,Nebraska,All,2010-11,38,8.1,24,296,> 100%
State,Nebraska,All,2010-11,39,6.2,19,307,> 100%
State,Nevada,All,2010-11,40,4.1,14,340,89%
State,Nevada,All,2010-11,41,3.2,11,344,90.10%
State,Nevada,All,2010-11,42,6.1,21,345,90.30%
State,Nevada,All,2010-11,43,5.6,20,360,94.30%
State,Nevada,All,2010-11,44,7,27,383,> 100%
State,Nevada,All,2010-11,45,5.8,23,400,> 100%
State,Nevada,All,2010-11,46,5.8,22,377,98.70%
State,Nevada,All,2010-11,47,4.8,18,377,98.70%
State,Nevada,All,2010-11,48,5.1,20,389,> 100%
State,Nevada,All,2010-11,49,6.7,26,386,> 100%
State,Nevada,All,2010-11,50,7.7,32,415,> 100%
State,Nevada,All,2010-11,51,6.7,26,388,> 100%
State,Nevada,All,2010-11,52,6.9,25,361,94.50%
State,Nevada,All,2010-11,1,8.8,37,421,> 100%
State,Nevada,All,2010-11,2,7.1,28,397,> 100%
State,Nevada,All,2010-11,3,7.5,27,362,94.80%
State,Nevada,All,2010-11,4,7.2,28,390,> 100%
State,Nevada,All,2010-11,5,8.7,31,355,92.90%
State,Nevada,All,2010-11,6,8.4,33,392,> 100%
State,Nevada,All,2010-11,7,9,39,434,> 100%
State,Nevada,All,2010-11,8,9.4,42,447,> 100%
State,Nevada,All,2010-11,9,8.7,37,423,> 100%
State,Nevada,All,2010-11,10,7.1,32,451,> 100%
State,Nevada,All,2010-11,11,7.7,30,390,> 100%
State,Nevada,All,2010-11,12,10.1,42,417,> 100%
State,Nevada,All,2010-11,13,8.1,36,445,> 100%
State,Nevada,All,2010-11,14,5.3,23,436,> 100%
State,Nevada,All,2010-11,15,8.5,35,413,> 100%
State,Nevada,All,2010-11,16,7.5,31,413,> 100%
State,Nevada,All,2010-11,17,8.8,35,398,> 100%
State,Nevada,All,2010-11,18,4.9,20,411,> 100%
State,Nevada,All,2010-11,19,6.2,24,390,> 100%
State,Nevada,All,2010-11,20,4.9,19,384,> 100%
State,Nevada,All,2010-11,21,6.1,22,361,94.50%
State,Nevada,All,2010-11,22,7.7,30,390,> 100%
State,Nevada,All,2010-11,23,8.5,36,422,> 100%
State,Nevada,All,2010-11,24,6.6,24,365,95.60%
State,Nevada,All,2010-11,25,9.2,37,403,> 100%
State,Nevada,All,2010-11,26,5.7,22,389,> 100%
State,Nevada,All,2010-11,27,6,24,398,> 100%
State,Nevada,All,2010-11,28,5.8,21,361,94.50%
State,Nevada,All,2010-11,29,7.6,29,380,99.50%
State,Nevada,All,2010-11,30,7.2,27,376,98.40%
State,Nevada,All,2010-11,31,5.9,21,353,92.40%
State,Nevada,All,2010-11,32,6.6,24,361,94.50%
State,Nevada,All,2010-11,33,4.4,18,407,> 100%
State,Nevada,All,2010-11,34,4.9,17,348,91.10%
State,Nevada,All,2010-11,35,9.1,35,384,> 100%
State,Nevada,All,2010-11,36,5,20,403,> 100%
State,Nevada,All,2010-11,37,5.3,20,380,99.50%
State,Nevada,All,2010-11,38,5.8,21,364,95.30%
State,Nevada,All,2010-11,39,5.9,21,353,92.40%
State,New Hampshire,All,2010-11,40,6.6,13,197,98.70%
State,New Hampshire,All,2010-11,41,11.2,23,206,> 100%
State,New Hampshire,All,2010-11,42,8.5,17,200,> 100%
State,New Hampshire,All,2010-11,43,5.9,12,203,> 100%
State,New Hampshire,All,2010-11,44,8.1,16,198,99.20%
State,New Hampshire,All,2010-11,45,5.6,11,198,99.20%
State,New Hampshire,All,2010-11,46,7.7,15,195,97.70%
State,New Hampshire,All,2010-11,47,11.4,24,211,> 100%
State,New Hampshire,All,2010-11,48,10.6,19,179,89.70%
State,New Hampshire,All,2010-11,49,9.1,18,198,99.20%
State,New Hampshire,All,2010-11,50,6.9,15,216,> 100%
State,New Hampshire,All,2010-11,51,4.5,9,202,> 100%
State,New Hampshire,All,2010-11,52,9.3,21,227,> 100%
State,New Hampshire,All,2010-11,1,13.5,28,208,> 100%
State,New Hampshire,All,2010-11,2,7.7,17,220,> 100%
State,New Hampshire,All,2010-11,3,13.9,31,223,> 100%
State,New Hampshire,All,2010-11,4,10.9,24,221,> 100%
State,New Hampshire,All,2010-11,5,5.3,11,209,> 100%
State,New Hampshire,All,2010-11,6,12.1,28,232,> 100%
State,New Hampshire,All,2010-11,7,11.8,30,255,> 100%
State,New Hampshire,All,2010-11,8,10,24,241,> 100%
State,New Hampshire,All,2010-11,9,11.3,27,239,> 100%
State,New Hampshire,All,2010-11,10,7.8,19,244,> 100%
State,New Hampshire,All,2010-11,11,7.5,16,213,> 100%
State,New Hampshire,All,2010-11,12,9.8,24,244,> 100%
State,New Hampshire,All,2010-11,13,12.2,28,230,> 100%
State,New Hampshire,All,2010-11,14,13,27,208,> 100%
State,New Hampshire,All,2010-11,15,7.1,15,212,> 100%
State,New Hampshire,All,2010-11,16,10.3,22,214,> 100%
State,New Hampshire,All,2010-11,17,6.3,14,223,> 100%
State,New Hampshire,All,2010-11,18,8.7,18,207,> 100%
State,New Hampshire,All,2010-11,19,12.5,23,184,92.20%
State,New Hampshire,All,2010-11,20,9.3,18,193,96.70%
State,New Hampshire,All,2010-11,21,3.8,8,212,> 100%
State,New Hampshire,All,2010-11,22,7.3,14,193,96.70%
State,New Hampshire,All,2010-11,23,8,16,201,> 100%
State,New Hampshire,All,2010-11,24,7.5,16,213,> 100%
State,New Hampshire,All,2010-11,25,5.2,10,192,96.20%
State,New Hampshire,All,2010-11,26,8.1,17,210,> 100%
State,New Hampshire,All,2010-11,27,8.4,15,178,89.20%
State,New Hampshire,All,2010-11,28,6.3,12,190,95.20%
State,New Hampshire,All,2010-11,29,4.5,8,177,88.70%
State,New Hampshire,All,2010-11,30,7.3,14,191,95.70%
State,New Hampshire,All,2010-11,31,6,12,201,> 100%
State,New Hampshire,All,2010-11,32,7.1,12,170,85.20%
State,New Hampshire,All,2010-11,33,7.1,14,198,99.20%
State,New Hampshire,All,2010-11,34,6.5,11,169,84.70%
State,New Hampshire,All,2010-11,35,3.2,6,190,95.20%
State,New Hampshire,All,2010-11,36,4.3,9,211,> 100%
State,New Hampshire,All,2010-11,37,7.4,14,189,94.70%
State,New Hampshire,All,2010-11,38,5.7,12,211,> 100%
State,New Hampshire,All,2010-11,39,8.4,15,179,89.70%
State,New Jersey,All,2010-11,40,6.2,80,"1,298",97.50%
State,New Jersey,All,2010-11,41,6.7,88,"1,321",99.20%
State,New Jersey,All,2010-11,42,6.6,85,"1,296",97.30%
State,New Jersey,All,2010-11,43,6,84,"1,392",> 100%
State,New Jersey,All,2010-11,44,6.9,94,"1,364",> 100%
State,New Jersey,All,2010-11,45,7.7,103,"1,346",> 100%
State,New Jersey,All,2010-11,46,5.9,81,"1,367",> 100%
State,New Jersey,All,2010-11,47,7.1,99,"1,393",> 100%
State,New Jersey,All,2010-11,48,6.2,84,"1,354",> 100%
State,New Jersey,All,2010-11,49,6.3,90,"1,428",> 100%
State,New Jersey,All,2010-11,50,5.8,84,"1,441",> 100%
State,New Jersey,All,2010-11,51,7.3,104,"1,426",> 100%
State,New Jersey,All,2010-11,52,6.6,104,"1,573",> 100%
State,New Jersey,All,2010-11,1,7.6,124,"1,637",> 100%
State,New Jersey,All,2010-11,2,7.5,120,"1,606",> 100%
State,New Jersey,All,2010-11,3,8.1,129,"1,598",> 100%
State,New Jersey,All,2010-11,4,9.2,147,"1,599",> 100%
State,New Jersey,All,2010-11,5,7.3,111,"1,527",> 100%
State,New Jersey,All,2010-11,6,7.3,112,"1,537",> 100%
State,New Jersey,All,2010-11,7,7.4,119,"1,603",> 100%
State,New Jersey,All,2010-11,8,8.7,135,"1,549",> 100%
State,New Jersey,All,2010-11,9,8.2,123,"1,504",> 100%
State,New Jersey,All,2010-11,10,8.3,124,"1,500",> 100%
State,New Jersey,All,2010-11,11,7,96,"1,362",> 100%
State,New Jersey,All,2010-11,12,6.5,88,"1,347",> 100%
State,New Jersey,All,2010-11,13,8.2,115,"1,395",> 100%
State,New Jersey,All,2010-11,14,6.3,87,"1,392",> 100%
State,New Jersey,All,2010-11,15,7.6,103,"1,354",> 100%
State,New Jersey,All,2010-11,16,6.8,91,"1,348",> 100%
State,New Jersey,All,2010-11,17,7,91,"1,304",97.90%
State,New Jersey,All,2010-11,18,6.4,84,"1,306",98.10%
State,New Jersey,All,2010-11,19,6.1,81,"1,320",99.10%
State,New Jersey,All,2010-11,20,5.6,70,"1,248",93.70%
State,New Jersey,All,2010-11,21,5.8,77,"1,337",> 100%
State,New Jersey,All,2010-11,22,7.1,89,"1,257",94.40%
State,New Jersey,All,2010-11,23,6.7,88,"1,318",99%
State,New Jersey,All,2010-11,24,6.6,84,"1,265",95%
State,New Jersey,All,2010-11,25,7.4,92,"1,248",93.70%
State,New Jersey,All,2010-11,26,6.3,77,"1,222",91.80%
State,New Jersey,All,2010-11,27,7.7,100,"1,291",96.90%
State,New Jersey,All,2010-11,28,6.2,75,"1,217",91.40%
State,New Jersey,All,2010-11,29,7,90,"1,293",97.10%
State,New Jersey,All,2010-11,30,5.5,70,"1,278",96%
State,New Jersey,All,2010-11,31,5.8,69,"1,196",89.80%
State,New Jersey,All,2010-11,32,6.7,82,"1,229",92.30%
State,New Jersey,All,2010-11,33,6,72,"1,208",90.70%
State,New Jersey,All,2010-11,34,5.9,70,"1,184",88.90%
State,New Jersey,All,2010-11,35,6.4,80,"1,251",93.90%
State,New Jersey,All,2010-11,36,6,74,"1,234",92.70%
State,New Jersey,All,2010-11,37,5.5,69,"1,253",94.10%
State,New Jersey,All,2010-11,38,6,78,"1,295",97.20%
State,New Jersey,All,2010-11,39,7.5,94,"1,261",94.70%
State,New Mexico,All,2010-11,40,7,21,300,97%
State,New Mexico,All,2010-11,41,8.8,27,307,99.30%
State,New Mexico,All,2010-11,42,6.8,20,292,94.40%
State,New Mexico,All,2010-11,43,4.1,12,296,95.70%
State,New Mexico,All,2010-11,44,8.8,25,283,91.50%
State,New Mexico,All,2010-11,45,8.5,26,305,98.60%
State,New Mexico,All,2010-11,46,7.9,27,340,> 100%
State,New Mexico,All,2010-11,47,8.4,25,298,96.40%
State,New Mexico,All,2010-11,48,9.4,29,310,> 100%
State,New Mexico,All,2010-11,49,6.5,20,308,99.60%
State,New Mexico,All,2010-11,50,10.6,34,322,> 100%
State,New Mexico,All,2010-11,51,7.2,24,333,> 100%
State,New Mexico,All,2010-11,52,9.8,33,336,> 100%
State,New Mexico,All,2010-11,1,10.6,38,357,> 100%
State,New Mexico,All,2010-11,2,10.1,35,348,> 100%
State,New Mexico,All,2010-11,3,10.9,36,330,> 100%
State,New Mexico,All,2010-11,4,10,34,340,> 100%
State,New Mexico,All,2010-11,5,9.8,35,356,> 100%
State,New Mexico,All,2010-11,6,13.1,48,367,> 100%
State,New Mexico,All,2010-11,7,11.6,40,345,> 100%
State,New Mexico,All,2010-11,8,13.4,47,352,> 100%
State,New Mexico,All,2010-11,9,11.9,43,362,> 100%
State,New Mexico,All,2010-11,10,10.7,36,336,> 100%
State,New Mexico,All,2010-11,11,11.7,36,309,99.90%
State,New Mexico,All,2010-11,12,8.9,29,327,> 100%
State,New Mexico,All,2010-11,13,12.2,41,337,> 100%
State,New Mexico,All,2010-11,14,8.5,31,365,> 100%
State,New Mexico,All,2010-11,15,7.6,23,304,98.30%
State,New Mexico,All,2010-11,16,9.7,33,341,> 100%
State,New Mexico,All,2010-11,17,9.6,29,303,98%
State,New Mexico,All,2010-11,18,7.4,23,311,> 100%
State,New Mexico,All,2010-11,19,7.3,26,357,> 100%
State,New Mexico,All,2010-11,20,9.4,27,287,92.80%
State,New Mexico,All,2010-11,21,8.2,28,340,> 100%
State,New Mexico,All,2010-11,22,5,17,343,> 100%
State,New Mexico,All,2010-11,23,6.2,20,321,> 100%
State,New Mexico,All,2010-11,24,5.5,16,291,94.10%
State,New Mexico,All,2010-11,25,7.8,22,282,91.20%
State,New Mexico,All,2010-11,26,7.5,22,293,94.80%
State,New Mexico,All,2010-11,27,5.8,18,312,> 100%
State,New Mexico,All,2010-11,28,5,14,279,90.20%
State,New Mexico,All,2010-11,29,7.9,23,291,94.10%
State,New Mexico,All,2010-11,30,3.8,11,287,92.80%
State,New Mexico,All,2010-11,31,3.2,9,278,89.90%
State,New Mexico,All,2010-11,32,5.2,16,306,99%
State,New Mexico,All,2010-11,33,8.1,25,307,99.30%
State,New Mexico,All,2010-11,34,5.3,14,266,86%
State,New Mexico,All,2010-11,35,4.3,13,302,97.70%
State,New Mexico,All,2010-11,36,5.7,16,280,90.60%
State,New Mexico,All,2010-11,37,4.9,14,285,92.20%
State,New Mexico,All,2010-11,38,10.7,32,300,97%
State,New Mexico,All,2010-11,39,5.3,15,285,92.20%
State,New York,All,2010-11,40,7,118,"1,697",93.10%
State,New York,All,2010-11,41,8.4,156,"1,862",> 100%
State,New York,All,2010-11,42,8.2,156,"1,897",> 100%
State,New York,All,2010-11,43,9.1,167,"1,844",> 100%
State,New York,All,2010-11,44,6.3,115,"1,824",> 100%
State,New York,All,2010-11,45,8.2,157,"1,922",> 100%
State,New York,All,2010-11,46,8.1,153,"1,882",> 100%
State,New York,All,2010-11,47,7.7,141,"1,840",> 100%
State,New York,All,2010-11,48,8,145,"1,818",99.70%
State,New York,All,2010-11,49,9.3,181,"1,956",> 100%
State,New York,All,2010-11,50,7.6,152,"1,990",> 100%
State,New York,All,2010-11,51,8.3,161,"1,930",> 100%
State,New York,All,2010-11,52,10.2,217,"2,136",> 100%
State,New York,All,2010-11,1,9.6,204,"2,117",> 100%
State,New York,All,2010-11,2,10.2,216,"2,111",> 100%
State,New York,All,2010-11,3,9.7,199,"2,047",> 100%
State,New York,All,2010-11,4,10.9,227,"2,088",> 100%
State,New York,All,2010-11,5,9.8,195,"1,984",> 100%
State,New York,All,2010-11,6,8.1,163,"2,019",> 100%
State,New York,All,2010-11,7,10.3,206,"1,996",> 100%
State,New York,All,2010-11,8,10.3,201,"1,954",> 100%
State,New York,All,2010-11,9,8.7,178,"2,054",> 100%
State,New York,All,2010-11,10,9,173,"1,932",> 100%
State,New York,All,2010-11,11,9.3,185,"1,980",> 100%
State,New York,All,2010-11,12,9.3,181,"1,936",> 100%
State,New York,All,2010-11,13,8.8,174,"1,988",> 100%
State,New York,All,2010-11,14,9.7,189,"1,946",> 100%
State,New York,All,2010-11,15,9.3,179,"1,926",> 100%
State,New York,All,2010-11,16,7.7,140,"1,813",99.50%
State,New York,All,2010-11,17,8.6,160,"1,868",> 100%
State,New York,All,2010-11,18,8.8,155,"1,760",96.50%
State,New York,All,2010-11,19,8,146,"1,828",> 100%
State,New York,All,2010-11,20,8.4,151,"1,790",98.20%
State,New York,All,2010-11,21,8.5,149,"1,745",95.70%
State,New York,All,2010-11,22,8.1,144,"1,777",97.50%
State,New York,All,2010-11,23,7.5,130,"1,727",94.70%
State,New York,All,2010-11,24,6.8,119,"1,748",95.90%
State,New York,All,2010-11,25,7.4,134,"1,815",99.60%
State,New York,All,2010-11,26,8.1,141,"1,738",95.30%
State,New York,All,2010-11,27,8.9,156,"1,759",96.50%
State,New York,All,2010-11,28,6.3,110,"1,736",95.20%
State,New York,All,2010-11,29,7.5,136,"1,810",99.30%
State,New York,All,2010-11,30,6.9,120,"1,741",95.50%
State,New York,All,2010-11,31,7.2,123,"1,708",93.70%
State,New York,All,2010-11,32,8,135,"1,682",92.30%
State,New York,All,2010-11,33,6.4,108,"1,679",92.10%
State,New York,All,2010-11,34,7.9,134,"1,687",92.50%
State,New York,All,2010-11,35,6.8,117,"1,728",94.80%
State,New York,All,2010-11,36,6.8,114,"1,684",92.40%
